id,name,source
account_t_d,Account (% age 15+),G20 Financial Inclusion Indicators
account_t_d_1,"Account, female (% age 15+)",G20 Financial Inclusion Indicators
account_t_d_2,"Account, male (% age 15+)",G20 Financial Inclusion Indicators
account_t_d_3,"Account, income, poorest 40% (% age 15+)",G20 Financial Inclusion Indicators
account_t_d_4,"Account, income, richest 60% (% age 15+)",G20 Financial Inclusion Indicators
account_t_d_5,Account (% ages 15-34),G20 Financial Inclusion Indicators
account_t_d_6,Account (% ages 35-59),G20 Financial Inclusion Indicators
account_t_d_7,Account (% age 60+),G20 Financial Inclusion Indicators
AED.PRIM.MATH,EDSTATS: Adjusted Primary Math Score,Education Statistics
AED.PRIM.MEAN,EDSTATS: Average Adjusted Primary Test Score,Education Statistics
AED.PRIM.READ,EDSTATS: Adjusted Primary Reading Score,Education Statistics
AED.PRIM.SCNC,EDSTATS: Adjusted Primary Science Score,Education Statistics
AED.PRSC.MEAN,EDSTATS: Average Adjusted Test Score,Education Statistics
AED.SECO.MATH,EDSTATS: Adjusted Secondary Math Score,Education Statistics
AED.SECO.MEAN,EDSTATS: Average Adjusted Secondary Test Score,Education Statistics
AED.SECO.READ,EDSTATS: Adjusted Secondary Reading Score,Education Statistics
AED.SECO.SCNC,EDSTATS: Adjusted Secondary Science Score,Education Statistics
AG.AGR.TRAC.NO,"Agricultural machinery, tractors",WDI Database Archives
AG.AID.CREL.MT,"Cereal food aid deliveries (FAO, tonnes)",Africa Development Indicators
AG.AID.FOOD.MT,"Total food (cereals and non-cereal) food aid deliveries (FAO, tonnes)",Africa Development Indicators
AG.AID.NCREL.MT,"Non-cereal food aid deliveries (FAO, tonnes)",Africa Development Indicators
AG.CON.FERT.MT,Fertilizer consumption (metric tons),WDI Database Archives
AG.CON.FERT.PT.ZS,Fertilizer consumption (% of fertilizer production),World Development Indicators
AG.CON.FERT.ZS,Fertilizer consumption (kilograms per hectare of arable land),World Development Indicators
AG.CON.PEST.MT,Pesticide consumption (metric tons),WDI Database Archives
AG.CRP.BLY.CD,"Producer Price for Barley (per tonne, current US$)",Africa Development Indicators
AG.CRP.BLY.CN,"Producer Price for Barley (per tonne, current LCU)",Africa Development Indicators
AG.CRP.FNO.CD,"Producer Price for Fonio (per tonne, current US$)",Africa Development Indicators
AG.CRP.FNO.CN,"Producer Price for Fonio (per tonne, current LCU)",Africa Development Indicators
AG.CRP.MLT.CD,"Producer Price for Millet (per tonne, current US$)",Africa Development Indicators
AG.CRP.MLT.CN,"Producer Price for Millet (per tonne, current LCU)",Africa Development Indicators
AG.CRP.MZE.CD,"Producer Price for Maize (per tonne, current US$)",Africa Development Indicators
AG.CRP.MZE.CN,"Producer Price for Maize (per tonne, current LCU)",Africa Development Indicators
AG.CRP.RICE.CD,"Producer Price for Rice, paddy (per tonne, current US$)",Africa Development Indicators
AG.CRP.RICE.CN,"Producer Price for Rice, paddy (per tonne, current LCU)",Africa Development Indicators
AG.CRP.SGM.CD,"Producer Price for Sorghum (per tonne, current US$)",Africa Development Indicators
AG.CRP.SGM.CN,"Producer Price for Sorghum (per tonne, current LCU)",Africa Development Indicators
AG.CRP.WHT.CD,"Producer Price for Wheat (per tonne, current US$)",Africa Development Indicators
AG.CRP.WHT.CN,"Producer Price for Wheat (per tonne, current LCU)",Africa Development Indicators
AG.FRST.PROD.CHAR,Wood charcoal production quantity (tonnes),Africa Development Indicators
AG.FRST.PROD.WOOD,"Wood fuel production quantity (CUM, solid volume units)",Africa Development Indicators
AG.IMP.CREL.MT,Cereal imports (metric tons),WDI Database Archives
AG.LND.AGRI.HA,Agricultural land (hectares),Africa Development Indicators
AG.LND.AGRI.K2,Agricultural land (sq. km),World Development Indicators
AG.LND.AGRI.ZS,Agricultural land (% of land area),World Development Indicators
AG.LND.ARBL.HA,Arable land (hectares),World Development Indicators
AG.LND.ARBL.HA.PC,Arable land (hectares per person),World Development Indicators
AG.LND.ARBL.ZS,Arable land (% of land area),World Development Indicators
AG.LND.BLY.HA,Land under barley production (hectares),Africa Development Indicators
AG.LND.CERE.ZS,Cereal cropland (% of land area),Africa Development Indicators
AG.LND.CREL.HA,Land under cereal production (hectares),World Development Indicators
AG.LND.CROP.HA,Permanent cropland (hectares),Africa Development Indicators
AG.LND.CROP.ZS,Permanent cropland (% of land area),World Development Indicators
AG.LND.CRPA.HA,Arable and permanent cropland (hectares),Africa Development Indicators
AG.LND.EL5M.RU.K2,Rural land area where elevation is below 5 meters (sq. km),World Development Indicators
AG.LND.EL5M.RU.ZS,Rural land area where elevation is below 5 meters (% of total land area),World Development Indicators
AG.LND.EL5M.UR.K2,Urban land area where elevation is below 5 meters (sq. km),World Development Indicators
AG.LND.EL5M.UR.ZS,Urban land area where elevation is below 5 meters (% of total land area),World Development Indicators
AG.LND.EL5M.ZS,Land area where elevation is below 5 meters (% of total land area),World Development Indicators
AG.LND.FNO.HA,Land under fonio production (hectares),Africa Development Indicators
AG.LND.FRLS.HA,Tree Cover Loss (hectares),"Environment, Social and Governance (ESG) Data"
AG.LND.FRST.HA,Forest area (hectares),Africa Development Indicators
AG.LND.FRST.K2,Forest area (sq. km),World Development Indicators
AG.LND.FRST.ZS,Forest area (% of land area),World Development Indicators
AG.LND.IRIG.AG.ZS,Agricultural irrigated land (% of total agricultural land),World Development Indicators
AG.LND.IRIG.HA,"Land use, irrigated land (hectares)",WDI Database Archives
AG.LND.IRIG.HA.AG,Agricultural area irrigated (ha),Africa Development Indicators
AG.LND.IRIG.PO.HA,Land area equipped for irrigation (hectares),Africa Development Indicators
AG.LND.IRIG.ZS,Irrigated land (% of cropland),WDI Database Archives
AG.LND.MLT.HA,Land under millet production (hectares),Africa Development Indicators
AG.LND.MZE.HA,Land under maize production (hectares),Africa Development Indicators
AG.LND.OTHR.ZS,"Land use, other (% of land area)",WDI Database Archives
AG.LND.POP.ZS,Arable land (hectares per person),WDI Database Archives
AG.LND.PPAS.ZS,Permanent pasture (% of land area),WDI Database Archives
AG.LND.PRCP.MM,Average precipitation in depth (mm per year),World Development Indicators
AG.LND.RICE.HA,Land under rice production (hectares),Africa Development Indicators
AG.LND.SGM.HA,Land under sorghum production (hectares),Africa Development Indicators
AG.LND.TOTL.HA,Land area (hectares),Africa Development Indicators
AG.LND.TOTL.K2,Land area (sq. km),World Development Indicators
AG.LND.TOTL.RU.K2,Rural land area (sq. km),World Development Indicators
AG.LND.TOTL.UR.K2,Urban land area (sq. km),World Development Indicators
AG.LND.TRAC.ZS,"Agricultural machinery, tractors per 100 sq. km of arable land",WDI Database Archives
AG.LND.WHT.HA,Land under wheat production (hectares),Africa Development Indicators
AG.PRD.AGRI.XD,Agriculture production index (1999-2001 = 100),Africa Development Indicators
AG.PRD.BLY.MT,Barley production (metric tons),Africa Development Indicators
AG.PRD.CREL.MT,Cereal production (metric tons),World Development Indicators
AG.PRD.CREL.XD,Cereal production index (1999-2001 = 100),Africa Development Indicators
AG.PRD.CROP.XD,Crop production index (2014-2016 = 100),World Development Indicators
AG.PRD.FNO.MT,Fonio production (metric tons),Africa Development Indicators
AG.PRD.FOOD.XD,Food production index (2014-2016 = 100),World Development Indicators
AG.PRD.GAGRI.XD,"Agriculture production index (gross, 1999-2001 = 100)",Africa Development Indicators
AG.PRD.GCREL.XD,"Cereal production index (gross, 1999-2001 = 100)",Africa Development Indicators
AG.PRD.GCROP.XD,"Crop production index (gross, 1999-2001 = 100)",Africa Development Indicators
AG.PRD.GFOOD.XD,"Food production index (gross, 1999-2001 = 100)",Africa Development Indicators
AG.PRD.GLVSK.XD,"Livestock production index (gross, 1999-2001 = 100)",Africa Development Indicators
AG.PRD.GNFOOD.XD,"Non-food production index (gross, 1999-2001 = 100)",Africa Development Indicators
AG.PRD.LVSK.XD,Livestock production index (2014-2016 = 100),World Development Indicators
AG.PRD.MLT.MT,Millet production (metric tons),Africa Development Indicators
AG.PRD.MZE.MT,Maize production (metric tons),Africa Development Indicators
AG.PRD.NFOOD.XD,Gross non-food production index (1999-2001 = 100),Africa Development Indicators
AG.PRD.RICE.MT,Rice production (metric tons),Africa Development Indicators
AG.PRD.RTTB.MT,Roots and tubers production (metric tons),WDI Database Archives
AG.PRD.SGM.MT,Sorghum production (metric tons),Africa Development Indicators
AG.PRD.WHT.MT,Wheat production (metric tons),Africa Development Indicators
AG.SED.BLY.MT,"Barley seed quantity (FAO, metric tonnes)",Africa Development Indicators
AG.SED.CREL.MT,"Cereal seed quantity (FAO, metric tonnes)",Africa Development Indicators
AG.SED.FNO.MT,"Fonio seed quantity (FAO, metric tonnes)",Africa Development Indicators
AG.SED.MLT.MT,"Millet seed quantity (FAO, metric tonnes)",Africa Development Indicators
AG.SED.MZE.MT,"Maize seed quantity (FAO, metric tonnes)",Africa Development Indicators
AG.SED.RICE.MT,"Rice seed quantity (FAO, metric tonnes)",Africa Development Indicators
AG.SED.SGM.MT,"Sorghum seed quantity (FAO, metric tonnes)",Africa Development Indicators
AG.SED.WHT.MT,"Wheat seed quantity (FAO, metric tonnes)",Africa Development Indicators
AG.SRF.TOTL.HA,Surface area (ha),Africa Development Indicators
AG.SRF.TOTL.K2,Surface area (sq. km),World Development Indicators
AG.TRC.EMPL.ZS,"Agricultural machinery, tractors per agricultural worker",WDI Database Archives
AG.USE.PEST.ZS,Pesticide consumption (kg per hectare),WDI Database Archives
AG.YLD.BLY.KG,Barley yield (kg per hectare),Africa Development Indicators
AG.YLD.CREL.KG,Cereal yield (kg per hectare),World Development Indicators
AG.YLD.FNO.KG,Fonio yield (kg per hectare),Africa Development Indicators
AG.YLD.MLT.KG,Millet yield (kg per hectare),Africa Development Indicators
AG.YLD.MZE.KG,Maize yield (kg per hectare),Africa Development Indicators
AG.YLD.RICE.KG,Rice yield (kg per hectare),Africa Development Indicators
AG.YLD.SGM.KG,Sorghum yield (kg per hectare),Africa Development Indicators
AG.YLD.WHT.KG,Wheat yield (kg per hectare),Africa Development Indicators
allsa.bi_q1,Benefit incidence of social safety net programs to poorest quintile (% of total safety net benefits),WDI Database Archives
allsa.cov_pop,Coverage of social safety net programs (% of population),WDI Database Archives
allsa.gen_pop,Generosity of social safety net programs (% of total welfare of beneficiary households),WDI Database Archives
allsi.bi_q1,Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits),WDI Database Archives
allsi.cov_pop,Coverage of social insurance programs (% of population),WDI Database Archives
allsi.gen_pop,Generosity of social insurance programs (% of total welfare of beneficiary households),WDI Database Archives
allsp.bi_q1,Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),WDI Database Archives
allsp.cov_pop,Coverage of social protection and labor programs (% of population),WDI Database Archives
allsp.gen_pop,Generosity of social protection and labor programs (% of total welfare of beneficiary households),WDI Database Archives
B1,041.Herfindahl-Hirschman Index,Exporter Dynamics Database – Indicators at Country-Year Level
B2i,042.Share of top 1% Exporters in TEV (Total Export Value),Exporter Dynamics Database – Indicators at Country-Year Level
B2ii,043.Share of top 5% Exporters in TEV (Total Export Value),Exporter Dynamics Database – Indicators at Country-Year Level
B2iii,044.Share of top 25% Exporters in TEV (Total Export Value),Exporter Dynamics Database – Indicators at Country-Year Level
B3i,045.Number of HS6 Products per Exporter: Mean,Exporter Dynamics Database – Indicators at Country-Year Level
B3ii,046.Number of HS6 Products per Exporter: Median,Exporter Dynamics Database – Indicators at Country-Year Level
B3iii,047.Number of HS6 Products per Exporter: StDev.,Exporter Dynamics Database – Indicators at Country-Year Level
B4i,048.Number of Destinations per Exporter: Mean,Exporter Dynamics Database – Indicators at Country-Year Level
B4ii,049.Number of Destinations per Exporter: Median,Exporter Dynamics Database – Indicators at Country-Year Level
B4iii,050.Number of Destinations per Exporter: StDev.,Exporter Dynamics Database – Indicators at Country-Year Level
B5i,051.Number of Exporters per HS6 Product: Mean,Exporter Dynamics Database – Indicators at Country-Year Level
B5ii,052.Number of Exporters per HS6 Product: Median,Exporter Dynamics Database – Indicators at Country-Year Level
B5iii,053.Number of Exporters per HS6 Product: StDev.,Exporter Dynamics Database – Indicators at Country-Year Level
B6i,054.Number of Exporters per Destination: Mean,Exporter Dynamics Database – Indicators at Country-Year Level
B6ii,055.Number of Exporters per Destination: Median,Exporter Dynamics Database – Indicators at Country-Year Level
B6iii,056.Number of Exporters per Destination: StDev.,Exporter Dynamics Database – Indicators at Country-Year Level
BAR.NOED.1519.FE.ZS,Barro-Lee: Percentage of female population age 15-19 with no education,Education Statistics
BAR.NOED.1519.ZS,Barro-Lee: Percentage of population age 15-19 with no education,Education Statistics
BAR.NOED.15UP.FE.ZS,Barro-Lee: Percentage of female population age 15+ with no education,Education Statistics
BAR.NOED.15UP.ZS,Barro-Lee: Percentage of population age 15+ with no education,Education Statistics
BAR.NOED.2024.FE.ZS,Barro-Lee: Percentage of female population age 20-24 with no education,Education Statistics
BAR.NOED.2024.ZS,Barro-Lee: Percentage of population age 20-24 with no education,Education Statistics
BAR.NOED.2529.FE.ZS,Barro-Lee: Percentage of female population age 25-29 with no education,Education Statistics
BAR.NOED.2529.ZS,Barro-Lee: Percentage of population age 25-29 with no education,Education Statistics
BAR.NOED.25UP.FE.ZS,Barro-Lee: Percentage of female population age 25+ with no education,Education Statistics
BAR.NOED.25UP.ZS,Barro-Lee: Percentage of population age 25+ with no education,Education Statistics
BAR.NOED.3034.FE.ZS,Barro-Lee: Percentage of female population age 30-34 with no education,Education Statistics
BAR.NOED.3034.ZS,Barro-Lee: Percentage of population age 30-34 with no education,Education Statistics
BAR.NOED.3539.FE.ZS,Barro-Lee: Percentage of female population age 35-39 with no education,Education Statistics
BAR.NOED.3539.ZS,Barro-Lee: Percentage of population age 35-39 with no education,Education Statistics
BAR.NOED.4044.FE.ZS,Barro-Lee: Percentage of female population age 40-44 with no education,Education Statistics
BAR.NOED.4044.ZS,Barro-Lee: Percentage of population age 40-44 with no education,Education Statistics
BAR.NOED.4549.FE.ZS,Barro-Lee: Percentage of female population age 45-49 with no education,Education Statistics
BAR.NOED.4549.ZS,Barro-Lee: Percentage of population age 45-49 with no education,Education Statistics
BAR.NOED.5054.FE.ZS,Barro-Lee: Percentage of female population age 50-54 with no education,Education Statistics
BAR.NOED.5054.ZS,Barro-Lee: Percentage of population age 50-54 with no education,Education Statistics
BAR.NOED.5559.FE.ZS,Barro-Lee: Percentage of female population age 55-59 with no education,Education Statistics
BAR.NOED.5559.ZS,Barro-Lee: Percentage of population age 55-59 with no education,Education Statistics
BAR.NOED.6064.FE.ZS,Barro-Lee: Percentage of female population age 60-64 with no education,Education Statistics
BAR.NOED.6064.ZS,Barro-Lee: Percentage of population age 60-64 with no education,Education Statistics
BAR.NOED.6569.FE.ZS,Barro-Lee: Percentage of female population age 65-69 with no education,Education Statistics
BAR.NOED.6569.ZS,Barro-Lee: Percentage of population age 65-69 with no education,Education Statistics
BAR.NOED.7074.FE.ZS,Barro-Lee: Percentage of female population age 70-74 with no education,Education Statistics
BAR.NOED.7074.ZS,Barro-Lee: Percentage of population age 70-74 with no education,Education Statistics
BAR.NOED.75UP.FE.ZS,Barro-Lee: Percentage of female population age 75+ with no education,Education Statistics
BAR.NOED.75UP.ZS,Barro-Lee: Percentage of population age 75+ with no education,Education Statistics
BAR.POP.1519,"Barro-Lee: Population in thousands, age 15-19, total",Education Statistics
BAR.POP.1519.FE,"Barro-Lee: Population in thousands, age 15-19, female",Education Statistics
BAR.POP.15UP,"Barro-Lee: Population in thousands, age 15+, total",Education Statistics
BAR.POP.15UP.FE,"Barro-Lee: Population in thousands, age 15+, female",Education Statistics
BAR.POP.2024,"Barro-Lee: Population in thousands, age 20-24, total",Education Statistics
BAR.POP.2024.FE,"Barro-Lee: Population in thousands, age 20-24, female",Education Statistics
BAR.POP.2529,"Barro-Lee: Population in thousands, age 25-29, total",Education Statistics
BAR.POP.2529.FE,"Barro-Lee: Population in thousands, age 25-29, female",Education Statistics
BAR.POP.25UP,"Barro-Lee: Population in thousands, age 25+, total",Education Statistics
BAR.POP.25UP.FE,"Barro-Lee: Population in thousands, age 25+, female",Education Statistics
BAR.POP.3034,"Barro-Lee: Population in thousands, age 30-34, total",Education Statistics
BAR.POP.3034.FE,"Barro-Lee: Population in thousands, age 30-34, female",Education Statistics
BAR.POP.3539,"Barro-Lee: Population in thousands, age 35-39, total",Education Statistics
BAR.POP.3539.FE,"Barro-Lee: Population in thousands, age 35-39, female",Education Statistics
BAR.POP.4044,"Barro-Lee: Population in thousands, age 40-44, total",Education Statistics
BAR.POP.4044.FE,"Barro-Lee: Population in thousands, age 40-44, female",Education Statistics
BAR.POP.4549,"Barro-Lee: Population in thousands, age 45-49, total",Education Statistics
BAR.POP.4549.FE,"Barro-Lee: Population in thousands, age 45-49, female",Education Statistics
BAR.POP.5054,"Barro-Lee: Population in thousands, age 50-54, total",Education Statistics
BAR.POP.5054.FE,"Barro-Lee: Population in thousands, age 50-54, female",Education Statistics
BAR.POP.5559,"Barro-Lee: Population in thousands, age 55-59, total",Education Statistics
BAR.POP.5559.FE,"Barro-Lee: Population in thousands, age 55-59, female",Education Statistics
BAR.POP.6064,"Barro-Lee: Population in thousands, age 60-64, total",Education Statistics
BAR.POP.6064.FE,"Barro-Lee: Population in thousands, age 60-64, female",Education Statistics
BAR.POP.6569,"Barro-Lee: Population in thousands, age 65-69, total",Education Statistics
BAR.POP.6569.FE,"Barro-Lee: Population in thousands, age 65-69, female",Education Statistics
BAR.POP.7074,"Barro-Lee: Population in thousands, age 70-74, total",Education Statistics
BAR.POP.7074.FE,"Barro-Lee: Population in thousands, age 70-74, female",Education Statistics
BAR.POP.75UP,"Barro-Lee: Population in thousands, age 75+, total",Education Statistics
BAR.POP.75UP.FE,"Barro-Lee: Population in thousands, age 75+, female",Education Statistics
BAR.PRM.CMPT.1519.FE.ZS,Barro-Lee: Percentage of female population age 15-19 with primary schooling. Completed Primary,Education Statistics
BAR.PRM.CMPT.1519.ZS,Barro-Lee: Percentage of population age 15-19 with primary schooling. Completed Primary,Education Statistics
BAR.PRM.CMPT.15UP.FE.ZS,Barro-Lee: Percentage of female population age 15+ with primary schooling. Completed Primary,Education Statistics
BAR.PRM.CMPT.15UP.ZS,Barro-Lee: Percentage of population age 15+ with primary schooling. Completed Primary,Education Statistics
BAR.PRM.CMPT.2024.FE.ZS,Barro-Lee: Percentage of female population age 20-24 with primary schooling. Completed Primary,Education Statistics
BAR.PRM.CMPT.2024.ZS,Barro-Lee: Percentage of population age 20-24 with primary schooling. Completed Primary,Education Statistics
BAR.PRM.CMPT.2529.FE.ZS,Barro-Lee: Percentage of female population age 25-29 with primary schooling. Completed Primary,Education Statistics
BAR.PRM.CMPT.2529.ZS,Barro-Lee: Percentage of population age 25-29 with primary schooling. Completed Primary,Education Statistics
BAR.PRM.CMPT.25UP.FE.ZS,Barro-Lee: Percentage of female population age 25+ with primary schooling. Completed Primary,Education Statistics
BAR.PRM.CMPT.25UP.ZS,Barro-Lee: Percentage of population age 25+ with primary schooling. Completed Primary,Education Statistics
BAR.PRM.CMPT.3034.FE.ZS,Barro-Lee: Percentage of female population age 30-34 with primary schooling. Completed Primary,Education Statistics
BAR.PRM.CMPT.3034.ZS,Barro-Lee: Percentage of population age 30-34 with primary schooling. Completed Primary,Education Statistics
BAR.PRM.CMPT.3539.FE.ZS,Barro-Lee: Percentage of female population age 35-39 with primary schooling. Completed Primary,Education Statistics
BAR.PRM.CMPT.3539.ZS,Barro-Lee: Percentage of population age 35-39 with primary schooling. Completed Primary,Education Statistics
BAR.PRM.CMPT.4044.FE.ZS,Barro-Lee: Percentage of female population age 40-44 with primary schooling. Completed Primary,Education Statistics
BAR.PRM.CMPT.4044.ZS,Barro-Lee: Percentage of population age 40-44 with primary schooling. Completed Primary,Education Statistics
BAR.PRM.CMPT.4549.FE.ZS,Barro-Lee: Percentage of female population age 45-49 with primary schooling. Completed Primary,Education Statistics
BAR.PRM.CMPT.4549.ZS,Barro-Lee: Percentage of population age 45-49 with primary schooling. Completed Primary,Education Statistics
BAR.PRM.CMPT.5054.FE.ZS,Barro-Lee: Percentage of female population age 50-54 with primary schooling. Completed Primary,Education Statistics
BAR.PRM.CMPT.5054.ZS,Barro-Lee: Percentage of population age 50-54 with primary schooling. Completed Primary,Education Statistics
BAR.PRM.CMPT.5559.FE.ZS,Barro-Lee: Percentage of female population age 55-59 with primary schooling. Completed Primary,Education Statistics
BAR.PRM.CMPT.5559.ZS,Barro-Lee: Percentage of population age 55-59 with primary schooling. Completed Primary,Education Statistics
BAR.PRM.CMPT.6064.FE.ZS,Barro-Lee: Percentage of female population age 60-64 with primary schooling. Completed Primary,Education Statistics
BAR.PRM.CMPT.6064.ZS,Barro-Lee: Percentage of population age 60-64 with primary schooling. Completed Primary,Education Statistics
BAR.PRM.CMPT.6569.FE.ZS,Barro-Lee: Percentage of female population age 65-69 with primary schooling. Completed Primary,Education Statistics
BAR.PRM.CMPT.6569.ZS,Barro-Lee: Percentage of population age 65-69 with primary schooling. Completed Primary,Education Statistics
BAR.PRM.CMPT.7074.FE.ZS,Barro-Lee: Percentage of female population age 70-74 with primary schooling. Completed Primary,Education Statistics
BAR.PRM.CMPT.7074.ZS,Barro-Lee: Percentage of population age 70-74 with primary schooling. Completed Primary,Education Statistics
BAR.PRM.CMPT.75UP.FE.ZS,Barro-Lee: Percentage of female population age 75+ with primary schooling. Completed Primary,Education Statistics
BAR.PRM.CMPT.75UP.ZS,Barro-Lee: Percentage of population age 75+ with primary schooling. Completed Primary,Education Statistics
BAR.PRM.ICMP.1519.FE.ZS,Barro-Lee: Percentage of female population age 15-19 with primary schooling. Total (Incomplete and Completed Primary),Education Statistics
BAR.PRM.ICMP.1519.ZS,Barro-Lee: Percentage of population age 15-19 with primary schooling. Total (Incomplete and Completed Primary),Education Statistics
BAR.PRM.ICMP.15UP.FE.ZS,Barro-Lee: Percentage of female population age 15+ with primary schooling. Total (Incomplete and Completed Primary),Education Statistics
BAR.PRM.ICMP.15UP.ZS,Barro-Lee: Percentage of population age 15+ with primary schooling. Total (Incomplete and Completed Primary),Education Statistics
BAR.PRM.ICMP.2024.FE.ZS,Barro-Lee: Percentage of female population age 20-24 with primary schooling. Total (Incomplete and Completed Primary),Education Statistics
BAR.PRM.ICMP.2024.ZS,Barro-Lee: Percentage of population age 20-24 with primary schooling. Total (Incomplete and Completed Primary),Education Statistics
BAR.PRM.ICMP.2529.FE.ZS,Barro-Lee: Percentage of female population age 25-29 with primary schooling. Total (Incomplete and Completed Primary),Education Statistics
BAR.PRM.ICMP.2529.ZS,Barro-Lee: Percentage of population age 25-29 with primary schooling. Total (Incomplete and Completed Primary),Education Statistics
BAR.PRM.ICMP.25UP.FE.ZS,Barro-Lee: Percentage of female population age 25+ with primary schooling. Total (Incomplete and Completed Primary),Education Statistics
BAR.PRM.ICMP.25UP.ZS,Barro-Lee: Percentage of population age 25+ with primary schooling. Total (Incomplete and Completed Primary),Education Statistics
BAR.PRM.ICMP.3034.FE.ZS,Barro-Lee: Percentage of female population age 30-34 with primary schooling. Total (Incomplete and Completed Primary),Education Statistics
BAR.PRM.ICMP.3034.ZS,Barro-Lee: Percentage of population age 30-34 with primary schooling. Total (Incomplete and Completed Primary),Education Statistics
BAR.PRM.ICMP.3539.FE.ZS,Barro-Lee: Percentage of female population age 35-39 with primary schooling. Total (Incomplete and Completed Primary),Education Statistics
BAR.PRM.ICMP.3539.ZS,Barro-Lee: Percentage of population age 35-39 with primary schooling. Total (Incomplete and Completed Primary),Education Statistics
BAR.PRM.ICMP.4044.FE.ZS,Barro-Lee: Percentage of female population age 40-44 with primary schooling. Total (Incomplete and Completed Primary),Education Statistics
BAR.PRM.ICMP.4044.ZS,Barro-Lee: Percentage of population age 40-44 with primary schooling. Total (Incomplete and Completed Primary),Education Statistics
BAR.PRM.ICMP.4549.FE.ZS,Barro-Lee: Percentage of female population age 45-49 with primary schooling. Total (Incomplete and Completed Primary),Education Statistics
BAR.PRM.ICMP.4549.ZS,Barro-Lee: Percentage of population age 45-49 with primary schooling. Total (Incomplete and Completed Primary),Education Statistics
BAR.PRM.ICMP.5054.FE.ZS,Barro-Lee: Percentage of female population age 50-54 with primary schooling. Total (Incomplete and Completed Primary),Education Statistics
BAR.PRM.ICMP.5054.ZS,Barro-Lee: Percentage of population age 50-54 with primary schooling. Total (Incomplete and Completed Primary),Education Statistics
BAR.PRM.ICMP.5559.FE.ZS,Barro-Lee: Percentage of female population age 55-59 with primary schooling. Total (Incomplete and Completed Primary),Education Statistics
BAR.PRM.ICMP.5559.ZS,Barro-Lee: Percentage of population age 55-59 with primary schooling. Total (Incomplete and Completed Primary),Education Statistics
BAR.PRM.ICMP.6064.FE.ZS,Barro-Lee: Percentage of female population age 60-64 with primary schooling. Total (Incomplete and Completed Primary),Education Statistics
BAR.PRM.ICMP.6064.ZS,Barro-Lee: Percentage of population age 60-64 with primary schooling. Total (Incomplete and Completed Primary),Education Statistics
BAR.PRM.ICMP.6569.FE.ZS,Barro-Lee: Percentage of female population age 65-69 with primary schooling. Total (Incomplete and Completed Primary),Education Statistics
BAR.PRM.ICMP.6569.ZS,Barro-Lee: Percentage of population age 65-69 with primary schooling. Total (Incomplete and Completed Primary),Education Statistics
BAR.PRM.ICMP.7074.FE.ZS,Barro-Lee: Percentage of female population age 70-74 with primary schooling. Total (Incomplete and Completed Primary),Education Statistics
BAR.PRM.ICMP.7074.ZS,Barro-Lee: Percentage of population age 70-74 with primary schooling. Total (Incomplete and Completed Primary),Education Statistics
BAR.PRM.ICMP.75UP.FE.ZS,Barro-Lee: Percentage of female population age 75+ with primary schooling. Total (Incomplete and Completed Primary),Education Statistics
BAR.PRM.ICMP.75UP.ZS,Barro-Lee: Percentage of population age 75+ with primary schooling. Total (Incomplete and Completed Primary),Education Statistics
BAR.PRM.SCHL.1519,"Barro-Lee: Average years of primary schooling, age 15-19, total",Education Statistics
BAR.PRM.SCHL.1519.FE,"Barro-Lee: Average years of primary schooling, age 15-19, female",Education Statistics
BAR.PRM.SCHL.15UP,"Barro-Lee: Average years of primary schooling, age 15+, total",Education Statistics
BAR.PRM.SCHL.15UP.FE,"Barro-Lee: Average years of primary schooling, age 15+, female",Education Statistics
BAR.PRM.SCHL.2024,"Barro-Lee: Average years of primary schooling, age 20-24, total",Education Statistics
BAR.PRM.SCHL.2024.FE,"Barro-Lee: Average years of primary schooling, age 20-24, female",Education Statistics
BAR.PRM.SCHL.2529,"Barro-Lee: Average years of primary schooling, age 25-29, total",Education Statistics
BAR.PRM.SCHL.2529.FE,"Barro-Lee: Average years of primary schooling, age 25-29, female",Education Statistics
BAR.PRM.SCHL.25UP,"Barro-Lee: Average years of primary schooling, age 25+, total",Education Statistics
BAR.PRM.SCHL.25UP.FE,"Barro-Lee: Average years of primary schooling, age 25+, female",Education Statistics
BAR.PRM.SCHL.3034,"Barro-Lee: Average years of primary schooling, age 30-34, total",Education Statistics
BAR.PRM.SCHL.3034.FE,"Barro-Lee: Average years of primary schooling, age 30-34, female",Education Statistics
BAR.PRM.SCHL.3539,"Barro-Lee: Average years of primary schooling, age 35-39, total",Education Statistics
BAR.PRM.SCHL.3539.FE,"Barro-Lee: Average years of primary schooling, age 35-39, female",Education Statistics
BAR.PRM.SCHL.4044,"Barro-Lee: Average years of primary schooling, age 40-44, total",Education Statistics
BAR.PRM.SCHL.4044.FE,"Barro-Lee: Average years of primary schooling, age 40-44, female",Education Statistics
BAR.PRM.SCHL.4549,"Barro-Lee: Average years of primary schooling, age 45-49, total",Education Statistics
BAR.PRM.SCHL.4549.FE,"Barro-Lee: Average years of primary schooling, age 45-49, female",Education Statistics
BAR.PRM.SCHL.5054,"Barro-Lee: Average years of primary schooling, age 50-54, total",Education Statistics
BAR.PRM.SCHL.5054.FE,"Barro-Lee: Average years of primary schooling, age 50-54, female",Education Statistics
